Delito,SubDelito,Fecha,Hora,Victima,SubVictima,Edad,Genero,Nacionalidad,Provincia,Canton,Distrito,;;
ASALTO,ARMA BLANCA,2022-02-16,03:00:00 - 05:59:59,PERSONA,PASAJERO DE TRANSPORTE PUBLICO [PERSONA],Mayor de edad,DESCONOCIDO,COSTA RICA,CARTAGO,LA UNION,;;
ASALTO,ARMA BLANCA,2022-02-14,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,ALAJUELA,ALAJUELA,;;
ASALTO,ARMA BLANCA,2022-02-20,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,ALAJUELA,SAN CARLOS,;;
ASALTO,ARMA BLANCA,2022-02-21,12:00:00 - 14:59:59,PERSONA,MENOR DE EDAD [PERSONA],Menor de edad,HOMBRE,COSTA RICA,HEREDIA,HEREDIA,;;
ASALTO,ARMA BLANCA,2022-02-21,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,PUNTARENAS,PUNTARENAS,;;
ASALTO,ARMA BLANCA,2022-02-20,03:00:00 - 05:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,NICARAGUA,SAN JOSE,SAN JOSE,;;
ASALTO,ARMA BLANCA,2022-03-02,12:00:00 - 14:59:59,PERSONA,ESTUDIANTE [PERSONA],Menor de edad,MUJER,COSTA RICA,ALAJUELA,ALAJUELA,;;
ASALTO,ARMA BLANCA,2022-03-03,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,LIMON,LIMON,;;
ASALTO,ARMA BLANCA,2022-03-08,12:00:00 - 14:59:59,VEHICULO,AUTOMOVIL [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,ALAJUELA,ALAJUELA,;;
ASALTO,ARMA BLANCA,2022-03-10,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Menor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,;;
ASALTO,ARMA BLANCA,2022-02-20,00:00:00 - 02:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,;;
ASALTO,ARMA BLANCA,2022-02-28,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,DESCONOCIDO,COSTA RICA,SAN JOSE,MORA,;;
ASALTO,ARMA BLANCA,2022-03-01,18:00:00 - 20:59:59,VIVIENDA,NO APLICA [VIVIENDA],Mayor de edad,MUJER,COSTA RICA,PUNTARENAS,CORREDORES,;;
ASALTO,ARMA BLANCA,2022-03-03,15:00:00 - 17:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,SAN JOSE,SAN JOSE,;;
ASALTO,ARMA BLANCA,2022-03-03,06:00:00 - 08:59:59,PERSONA,OTRO O INDETERMINADO [PERSONA],Mayor de edad,DESCONOCIDO,COSTA RICA,PUNTARENAS,PUNTARENAS,;;
ASALTO,ARMA BLANCA,2022-03-07,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,GUANACASTE,LIBERIA,;;
ASALTO,ARMA BLANCA,2022-03-09,12:00:00 - 14:59:59,VEHICULO,CARGA LIVIANA/REPARTIDOR [VEHICULO],Desconocido,DESCONOCIDO,COSTA RICA,LIMON,POCOCI,;;
ASALTO,ARMA BLANCA,2022-03-10,18:00:00 - 20:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,;;
ASALTO,ARMA BLANCA,2022-03-11,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,VASQUEZ DE CORONADO,;;
ASALTO,ARMA BLANCA,2022-03-13,18:00:00 - 20:59:59,VEHICULO,SERVICIO PUBLICO/TAXI LEGAL O PIRATA/AUTOBUS [VEHICULO],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,SAN JOSE,;;
ASALTO,ARMA BLANCA,2022-03-10,21:00:00 - 23:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,NICARAGUA,SAN JOSE,SAN JOSE,;;
ASALTO,ARMA BLANCA,2022-03-14,18:00:00 - 20:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,HOMBRE,COSTA RICA,SAN JOSE,VASQUEZ DE CORONADO,;;
ASALTO,ARMA BLANCA,2022-03-15,06:00:00 - 08:59:59,PERSONA,PEATON [PERSONA],Mayor de edad,MUJER,COSTA RICA,SAN JOSE,ESCAZU,;;
